,baseline_1,baseline_2,baseline_7,sl_lstm,ml_lstm,sl_lstm_s2s,ml_lstm_s2s,cnn_sl_lstm_s2s,cnn_ml_lstm_s2s,addictive_sl,addictive_ml,multihead_sl,multihead_ml,nbeats_lstm,nbeats_add_lstm,nbeats_mh_lstm
58,0.12745346,0.12582994,0.12606187,0.13836846,0.2071819,0.2071981,0.21016386,0.23678967,0.23028645,0.23264264,0.2492865,0.23997469,0.23186257,0.22361271,0.21635333,0.21017295
59,0.12750468,0.12586649,0.12608933,0.1385619,0.20720944,0.20721743,0.21022601,0.236796,0.23030908,0.23269685,0.24930571,0.23999512,0.2318795,0.22362857,0.21636824,0.21018529
60,0.12766477,0.12589183,0.12610416,0.13879618,0.2072418,0.20723444,0.21029739,0.23680092,0.23032977,0.23276438,0.2493243,0.24001458,0.23189528,0.22364712,0.21638374,0.2101976
61,0.1276776,0.12593128,0.12612404,0.13901038,0.20727037,0.20725353,0.21037197,0.23681304,0.23035109,0.23283182,0.24934259,0.24003716,0.23191208,0.22366732,0.21639666,0.21021022
62,0.12776324,0.12595224,0.1261245,0.13922685,0.20730804,0.20727232,0.21044835,0.23682174,0.23036997,0.23289843,0.24935946,0.2400557,0.23193,0.22368595,0.21641174,0.21022317
63,0.12779845,0.12601224,0.1261336,0.13943867,0.20734869,0.2072927,0.21051893,0.23683369,0.23039338,0.23296686,0.24937862,0.24007575,0.23194681,0.2237001,0.21642683,0.2102359
64,0.12789284,0.12615311,0.12613793,0.1396763,0.20740443,0.20731452,0.21059579,0.23684081,0.23041664,0.2330363,0.24939504,0.24009337,0.23196477,0.22371496,0.21644114,0.21024922
65,0.1279465,0.12621327,0.12615138,0.1398888,0.20744115,0.20733711,0.21066824,0.23685642,0.23043607,0.23310344,0.24941139,0.24011251,0.23198105,0.22373141,0.21645561,0.21026142
66,0.12807734,0.12628491,0.12616977,0.14011995,0.2074813,0.20735681,0.2107392,0.23686527,0.23045963,0.23317301,0.24942721,0.24013184,0.231998,0.22374776,0.21646982,0.21027295
67,0.12807772,0.12629919,0.12617083,0.14034267,0.2075089,0.20737682,0.21081235,0.23687881,0.23048192,0.23324347,0.2494418,0.24014759,0.23201074,0.22376134,0.2164821,0.21028501
68,0.1281241,0.12634943,0.12624519,0.14056104,0.20753914,0.20739278,0.21088938,0.23688777,0.2305075,0.23331143,0.24945626,0.24016285,0.23202804,0.22377786,0.21649742,0.21029863
69,0.12816179,0.12637308,0.12626368,0.14077497,0.20757708,0.20741035,0.21096328,0.23690325,0.2305263,0.23338202,0.24946924,0.24018434,0.23204641,0.22379713,0.21650873,0.2103139
70,0.12816429,0.1265285,0.12627262,0.14100207,0.20761822,0.20743044,0.21103449,0.23691352,0.23054565,0.23345044,0.24948688,0.24020219,0.23206532,0.22381385,0.21652275,0.21032801
71,0.128209,0.12656794,0.12627433,0.14120601,0.20766151,0.20745121,0.21110973,0.2369238,0.23056601,0.23351811,0.2495027,0.24022014,0.23208453,0.22382927,0.2165386,0.21034075
